client-id,round_number,workload,bg-workload,computation-time,client-queue-delay,propagation-delay,station-queue-delay
5,1,26171904,67,0.387603278,0.017657216,0.006445248,0.005821972
1,1,26171904,67,1.242847201,0.017657216,0.006445248,0.006514331
6,1,26171904,67,1.382788160,0.017657216,0.006445248,0.005540359
4,1,26171904,67,4.693622927,0.017657216,0.006445248,0.006192821
3,1,26171904,67,8.489566966,0.017657216,0.006445248,0.005643366
7,1,26171904,67,9.348683601,0.017657216,0.006445248,0.005259812
8,1,26171904,67,21.491169638,0.017657216,0.006445248,0.006196374
2,1,26171904,67,24.460606093,0.017657216,0.006445248,0.000005291
5,1,26171904,67,0.387603278,0.017657216,0.022270925,0.005673684
1,1,26171904,67,1.242847201,0.017657216,0.022270925,0.006251947
6,1,26171904,67,1.382788160,0.017657216,0.022270925,0.006252572
4,1,26171904,67,4.693622927,0.017657216,0.022270925,0.005936036
3,1,26171904,67,8.489566966,0.017657216,0.022270925,0.005513902
7,1,26171904,67,9.348683601,0.017657216,0.022270925,0.006571184
8,1,26171904,67,21.491169638,0.017657216,0.022270925,0.005848062
2,1,26171904,67,24.460606093,0.017657216,0.022270925,0.000005291
5,1,26171904,67,0.387603278,0.017657216,0.098904908,0.006003228
1,1,26171904,67,1.242847201,0.017657216,0.098904908,0.006081352
6,1,26171904,67,1.382788160,0.017657216,0.098904908,0.006309131
4,1,26171904,67,4.693622927,0.017657216,0.098904908,0.006193037
3,1,26171904,67,8.489566966,0.017657216,0.098904908,0.005631940
7,1,26171904,67,9.348683601,0.017657216,0.098904908,0.006145020
8,1,26171904,67,21.491169638,0.017657216,0.098904908,0.006149998
2,1,26171904,67,24.460606093,0.017657216,0.098904908,0.000005291
5,1,26171904,67,0.387603278,0.017657216,0.043441720,0.006047150
1,1,26171904,67,1.242847201,0.017657216,0.043441720,0.006194546
6,1,26171904,67,1.382788160,0.017657216,0.043441720,0.005139214
4,1,26171904,67,4.693622927,0.017657216,0.043441720,0.005711125
3,1,26171904,67,8.489566966,0.017657216,0.043441720,0.005890745
7,1,26171904,67,9.348683601,0.017657216,0.043441720,0.005711168
8,1,26171904,67,21.491169638,0.017657216,0.043441720,0.005953496
2,1,26171904,67,24.460606093,0.017657216,0.043441720,0.000005291
5,1,26171904,67,0.387603278,0.017657216,0.042020876,0.006237304
1,1,26171904,67,1.242847201,0.017657216,0.042020876,0.005295412
6,1,26171904,67,1.382788160,0.017657216,0.042020876,0.005600598
4,1,26171904,67,4.693622927,0.017657216,0.042020876,0.005730108
3,1,26171904,67,8.489566966,0.017657216,0.042020876,0.006572604
7,1,26171904,67,9.348683601,0.017657216,0.042020876,0.006255447
8,1,26171904,67,21.491169638,0.017657216,0.042020876,0.005598328
2,1,26171904,67,24.460606093,0.017657216,0.042020876,0.000005291
1,2,26171904,67,1.382788160,0.017657216,0.036579523,0.005683726
5,2,26171904,67,2.278169307,0.017657216,0.036579523,0.006314847
6,2,26171904,67,2.789808419,0.017657216,0.036579523,0.005861961
8,2,26171904,67,3.285204624,0.017657216,0.036579523,0.006096565
2,2,26171904,67,8.381294631,0.017657216,0.036579523,0.006213291
7,2,26171904,67,8.489566966,0.017657216,0.036579523,0.004774298
4,2,26171904,67,18.274107815,0.017657216,0.036579523,0.006364114
3,2,26171904,67,21.491169638,0.017657216,0.036579523,0.000005291
1,2,26171904,67,1.382788160,0.017657216,0.036308333,0.005594767
5,2,26171904,67,2.278169307,0.017657216,0.036308333,0.005562022
6,2,26171904,67,2.789808419,0.017657216,0.036308333,0.005885138
8,2,26171904,67,3.285204624,0.017657216,0.036308333,0.006006627
2,2,26171904,67,8.381294631,0.017657216,0.036308333,0.006690687
7,2,26171904,67,8.489566966,0.017657216,0.036308333,0.005479950
4,2,26171904,67,18.274107815,0.017657216,0.036308333,0.005509913
3,2,26171904,67,21.491169638,0.017657216,0.036308333,0.000005291
1,2,26171904,67,1.382788160,0.017657216,0.001462075,0.006299165
5,2,26171904,67,2.278169307,0.017657216,0.001462075,0.006288938
6,2,26171904,67,2.789808419,0.017657216,0.001462075,0.005765963
8,2,26171904,67,3.285204624,0.017657216,0.001462075,0.006052928
2,2,26171904,67,8.381294631,0.017657216,0.001462075,0.006171110
7,2,26171904,67,8.489566966,0.017657216,0.001462075,0.005918657
4,2,26171904,67,18.274107815,0.017657216,0.001462075,0.005582952
3,2,26171904,67,21.491169638,0.017657216,0.001462075,0.000005291
1,2,26171904,67,1.382788160,0.017657216,0.046913132,0.005684622
5,2,26171904,67,2.278169307,0.017657216,0.046913132,0.005678236
6,2,26171904,67,2.789808419,0.017657216,0.046913132,0.005677497
8,2,26171904,67,3.285204624,0.017657216,0.046913132,0.006107960
2,2,26171904,67,8.381294631,0.017657216,0.046913132,0.005204829
7,2,26171904,67,8.489566966,0.017657216,0.046913132,0.005718613
4,2,26171904,67,18.274107815,0.017657216,0.046913132,0.006268171
3,2,26171904,67,21.491169638,0.017657216,0.046913132,0.000005291
1,2,26171904,67,1.382788160,0.017657216,0.058627363,0.006317106
5,2,26171904,67,2.278169307,0.017657216,0.058627363,0.005488896
6,2,26171904,67,2.789808419,0.017657216,0.058627363,0.005688154
8,2,26171904,67,3.285204624,0.017657216,0.058627363,0.006357277
2,2,26171904,67,8.381294631,0.017657216,0.058627363,0.006259381
7,2,26171904,67,8.489566966,0.017657216,0.058627363,0.006774122
4,2,26171904,67,18.274107815,0.017657216,0.058627363,0.006152935
3,2,26171904,67,21.491169638,0.017657216,0.058627363,0.000005291
8,3,26171904,67,1.018339356,0.017657216,0.104054749,0.006393038
6,3,26171904,67,5.438118088,0.017657216,0.104054749,0.005853490
4,3,26171904,67,7.312411410,0.017657216,0.104054749,0.005693941
5,3,26171904,67,8.381294631,0.017657216,0.104054749,0.005896844
2,3,26171904,67,9.348683601,0.017657216,0.104054749,0.006240643
3,3,26171904,67,18.274107815,0.017657216,0.104054749,0.006011916
1,3,26171904,67,18.487478014,0.017657216,0.104054749,0.006172496
7,3,26171904,67,21.491169638,0.017657216,0.104054749,0.000005291
8,3,26171904,67,1.018339356,0.017657216,0.122359514,0.005223761
6,3,26171904,67,5.438118088,0.017657216,0.122359514,0.005713123
4,3,26171904,67,7.312411410,0.017657216,0.122359514,0.006325468
5,3,26171904,67,8.381294631,0.017657216,0.122359514,0.005977755
2,3,26171904,67,9.348683601,0.017657216,0.122359514,0.006031129
3,3,26171904,67,18.274107815,0.017657216,0.122359514,0.005605850
1,3,26171904,67,18.487478014,0.017657216,0.122359514,0.006119583
7,3,26171904,67,21.491169638,0.017657216,0.122359514,0.000005291
8,3,26171904,67,1.018339356,0.017657216,0.056416947,0.005474912
6,3,26171904,67,5.438118088,0.017657216,0.056416947,0.006121475
4,3,26171904,67,7.312411410,0.017657216,0.056416947,0.006129429
5,3,26171904,67,8.381294631,0.017657216,0.056416947,0.006275044
2,3,26171904,67,9.348683601,0.017657216,0.056416947,0.006344056
3,3,26171904,67,18.274107815,0.017657216,0.056416947,0.006480265
1,3,26171904,67,18.487478014,0.017657216,0.056416947,0.006435502
7,3,26171904,67,21.491169638,0.017657216,0.056416947,0.000005291
8,3,26171904,67,1.018339356,0.017657216,0.005605891,0.005817353
6,3,26171904,67,5.438118088,0.017657216,0.005605891,0.006226649
4,3,26171904,67,7.312411410,0.017657216,0.005605891,0.005431469
5,3,26171904,67,8.381294631,0.017657216,0.005605891,0.006429628
2,3,26171904,67,9.348683601,0.017657216,0.005605891,0.006198777
3,3,26171904,67,18.274107815,0.017657216,0.005605891,0.006240530
1,3,26171904,67,18.487478014,0.017657216,0.005605891,0.005171886
7,3,26171904,67,21.491169638,0.017657216,0.005605891,0.000005291
8,3,26171904,67,1.018339356,0.017657216,0.152490512,0.005752038
6,3,26171904,67,5.438118088,0.017657216,0.152490512,0.006142690
4,3,26171904,67,7.312411410,0.017657216,0.152490512,0.006025717
5,3,26171904,67,8.381294631,0.017657216,0.152490512,0.006207648
2,3,26171904,67,9.348683601,0.017657216,0.152490512,0.006202737
3,3,26171904,67,18.274107815,0.017657216,0.152490512,0.006147383
1,3,26171904,67,18.487478014,0.017657216,0.152490512,0.006297034
7,3,26171904,67,21.491169638,0.017657216,0.152490512,0.000005291
6,4,26171904,67,0.387603278,0.017657216,0.000470162,0.006149625
2,4,26171904,67,1.013253131,0.017657216,0.000470162,0.005781234
8,4,26171904,67,1.382788160,0.017657216,0.000470162,0.006168463
