client-id,round_number,workload,bg-workload,computation-time,client-queue-delay,propagation-delay,station-queue-delay
4,1,211318720,67,0.117157908,0.142569611,0.143656060,0.533757091
10,1,211318720,67,0.128373481,0.142569611,0.143656060,0.595974421
11,1,211318720,67,0.153648072,0.142569611,0.143656060,0.724433892
16,1,211318720,67,0.154368310,0.142569611,0.143656060,0.728038692
6,1,211318720,67,0.157022410,0.142569611,0.143656060,0.739433655
8,1,211318720,67,0.160449397,0.142569611,0.143656060,0.752205065
2,1,211318720,67,0.161438153,0.142569611,0.143656060,0.755196465
18,1,211318720,67,0.191999374,0.142569611,0.143656060,0.838560588
9,1,211318720,67,0.244459906,0.142569611,0.143656060,0.995498037
7,1,211318720,67,0.261349432,0.142569611,0.143656060,1.040713296
13,1,211318720,67,0.292904840,0.142569611,0.143656060,1.114964192
19,1,211318720,67,0.319808327,0.142569611,0.143656060,1.177564311
3,1,211318720,67,0.331554959,0.142569611,0.143656060,1.197371961
1,1,211318720,67,0.394531088,0.142569611,0.143656060,1.287681272
12,1,211318720,67,0.436316450,0.142569611,0.143656060,1.356562001
15,1,211318720,67,0.515393030,0.142569611,0.143656060,1.435875999
14,1,211318720,67,0.515692499,0.142569611,0.143656060,1.435985817
5,1,211318720,67,0.912129268,0.142569611,0.143656060,1.496345141
17,1,211318720,67,0.912959331,0.142569611,0.143656060,1.496686050
20,1,211318720,67,1.086880268,0.142569611,0.143656060,1.438144285
16,2,211318720,67,0.118503070,0.142569611,0.037818559,0.530710825
19,2,211318720,67,0.118886087,0.142569611,0.037818559,0.532389745
4,2,211318720,67,0.121436453,0.142569611,0.037818559,0.541847578
12,2,211318720,67,0.139664657,0.142569611,0.037818559,0.606612701
3,2,211318720,67,0.145132028,0.142569611,0.037818559,0.625301536
18,2,211318720,67,0.150535486,0.142569611,0.037818559,0.641484926
7,2,211318720,67,0.199221924,0.142569611,0.037818559,0.808383858
13,2,211318720,67,0.228760062,0.142569611,0.037818559,0.940576579
8,2,211318720,67,0.267576815,0.142569611,0.037818559,1.123503165
6,2,211318720,67,0.283945759,0.142569611,0.037818559,1.205572144
14,2,211318720,67,0.310226916,0.142569611,0.037818559,1.319816613
20,2,211318720,67,0.318431468,0.142569611,0.037818559,1.350368142
1,2,211318720,67,0.322919710,0.142569611,0.037818559,1.363808946
2,2,211318720,67,0.336170972,0.142569611,0.037818559,1.394503625
17,2,211318720,67,0.365803453,0.142569611,0.037818559,1.444390345
9,2,211318720,67,0.398537970,0.142569611,0.037818559,1.476603721
5,2,211318720,67,0.399424350,0.142569611,0.037818559,1.477002258
15,2,211318720,67,0.571075592,0.142569611,0.037818559,1.513625983
11,2,211318720,67,0.730651737,0.142569611,0.037818559,1.556066806
10,2,211318720,67,0.796121988,0.142569611,0.037818559,1.534244156
12,3,211318720,67,0.072878774,0.142569610,0.131954998,0.344068363
5,3,211318720,67,0.118503070,0.142569610,0.131954998,0.552685375
8,3,211318720,67,0.132584768,0.142569610,0.131954998,0.614104409
7,3,211318720,67,0.138235036,0.142569610,0.131954998,0.634793220
18,3,211318720,67,0.157605550,0.142569610,0.131954998,0.699473792
14,3,211318720,67,0.157789996,0.142569610,0.131954998,0.699992304
17,3,211318720,67,0.160827236,0.142569610,0.131954998,0.707186517
3,3,211318720,67,0.199221924,0.142569610,0.131954998,0.771009709
2,3,211318720,67,0.245715505,0.142569610,0.131954998,0.853051715
10,3,211318720,67,0.291316037,0.142569610,0.131954998,0.959917906
19,3,211318720,67,0.356670344,0.142569610,0.131954998,1.092699670
1,3,211318720,67,0.365803453,0.142569610,0.131954998,1.114480434
4,3,211318720,67,0.388439499,0.142569610,0.131954998,1.152840171
9,3,211318720,67,0.473532518,0.142569610,0.131954998,1.237906967
20,3,211318720,67,0.489248466,0.142569610,0.131954998,1.243309287
6,3,211318720,67,0.766673736,0.142569610,0.131954998,1.358025970
11,3,211318720,67,0.796121988,0.142569610,0.131954998,1.387338283
15,3,211318720,67,0.856673947,0.142569610,0.131954998,1.408152080
16,3,211318720,67,1.015849866,0.142569610,0.131954998,1.450822919
13,3,211318720,67,1.336443907,0.142569610,0.131954998,1.344930512
1,4,211318720,67,0.072878774,0.142569610,0.014571045,0.332259700
20,4,211318720,67,0.091332955,0.142569610,0.014571045,0.399292357
6,4,211318720,67,0.132584768,0.142569610,0.014571045,0.523257440
19,4,211318720,67,0.138235036,0.142569610,0.014571045,0.536392961
11,4,211318720,67,0.150530147,0.142569610,0.014571045,0.558114216
14,4,211318720,67,0.157789996,0.142569610,0.014571045,0.570036263
18,4,211318720,67,0.193308073,0.142569610,0.014571045,0.615302752
7,4,211318720,67,0.291316037,0.142569610,0.014571045,0.862718252
13,4,211318720,67,0.320910627,0.142569610,0.014571045,0.950733390
8,4,211318720,67,0.336170972,0.142569610,0.014571045,0.986437060
4,4,211318720,67,0.378231102,0.142569610,0.014571045,1.073676170
15,4,211318720,67,0.398537970,0.142569610,0.014571045,1.107104196
5,4,211318720,67,0.399424350,0.142569610,0.014571045,1.108043341
9,4,211318720,67,0.494383064,0.142569610,0.014571045,1.183732953
12,4,211318720,67,0.571075592,0.142569610,0.014571045,1.219428273
16,4,211318720,67,0.698125127,0.142569610,0.014571045,1.263839924
2,4,211318720,67,0.856673947,0.142569610,0.014571045,1.327126449
17,4,211318720,67,0.965753558,0.142569610,0.014571045,1.428693151
3,4,211318720,67,1.010684281,0.142569610,0.014571045,1.443799360
10,4,211318720,67,1.170166278,0.142569610,0.014571045,1.390290505
15,5,211318720,67,0.090925397,0.142569610,0.004878548,0.363772383
6,5,211318720,67,0.114369490,0.142569610,0.004878548,0.442912990
17,5,211318720,67,0.123850326,0.142569610,0.004878548,0.475142309
7,5,211318720,67,0.128373481,0.142569610,0.004878548,0.490867304
2,5,211318720,67,0.157789996,0.142569610,0.004878548,0.593634668
12,5,211318720,67,0.168205213,0.142569610,0.004878548,0.630938452
8,5,211318720,67,0.244459906,0.142569610,0.004878548,0.961320208
9,5,211318720,67,0.261349432,0.142569610,0.004878548,1.056653480
5,5,211318720,67,0.268175898,0.142569610,0.004878548,1.093849311
14,5,211318720,67,0.287353299,0.142569610,0.004878548,1.189566584
20,5,211318720,67,0.291316037,0.142569610,0.004878548,1.206782268
13,5,211318720,67,0.332829311,0.142569610,0.004878548,1.359038086
10,5,211318720,67,0.346802193,0.142569610,0.004878548,1.401889602
4,5,211318720,67,0.352859284,0.142569610,0.004878548,1.416884141
3,5,211318720,67,0.365803453,0.142569610,0.004878548,1.447111930
11,5,211318720,67,0.384550385,0.142569610,0.004878548,1.486517734
16,5,211318720,67,0.406333078,0.142569610,0.004878548,1.522485570
18,5,211318720,67,0.494383064,0.142569610,0.004878548,1.610812953
19,5,211318720,67,0.515692499,0.142569610,0.004878548,1.617919845
1,5,211318720,67,0.565917922,0.142569610,0.004878548,1.601178845
1,6,211318720,67,0.072878774,0.142569610,0.056415193,0.360973199
18,6,211318720,67,0.108965167,0.142569610,0.056415193,0.541922984
5,6,211318720,67,0.125803925,0.142569610,0.056415193,0.618400223
12,6,211318720,67,0.137436290,0.142569610,0.056415193,0.681203726
15,6,211318720,67,0.156311647,0.142569610,0.056415193,0.780994563
4,6,211318720,67,0.168205213,0.142569610,0.056415193,0.840848307
7,6,211318720,67,0.172826569,0.142569610,0.056415193,0.860883101
3,6,211318720,67,0.186256396,0.142569610,0.056415193,0.910387350
16,6,211318720,67,0.199221924,0.142569610,0.056415193,0.949641403
8,6,211318720,67,0.263562854,0.142569610,0.056415193,1.140249171
17,6,211318720,67,0.268049657,0.142569610,0.056415193,1.153861995
19,6,211318720,67,0.273351151,0.142569610,0.056415193,1.165780291
2,6,211318720,67,0.291316037,0.142569610,0.056415193,1.196128678
14,6,211318720,67,0.357643962,0.142569610,0.056415193,1.263289750
9,6,211318720,67,0.394531088,0.142569610,0.056415193,1.275578735
6,6,211318720,67,0.571075592,0.142569610,0.056415193,1.312954074
13,6,211318720,67,0.725420019,0.142569610,0.056415193,1.364165521
10,6,211318720,67,0.856673947,0.142569610,0.056415193,1.452000938
11,6,211318720,67,0.932819419,0.142569610,0.056415193,1.477389468
20,6,211318720,67,0.937561092,0.142569610,0.056415193,1.475809999
15,7,211318720,67,0.072391790,0.142569610,0.119673371,0.445799206
10,7,211318720,67,0.112042199,0.142569610,0.119673371,0.645646063
5,7,211318720,67,0.118886087,0.142569610,0.119673371,0.675076859
20,7,211318720,67,0.121436453,0.142569610,0.119673371,0.684582735
4,7,211318720,67,0.123942092,0.142569610,0.119673371,0.692232801
12,7,211318720,67,0.125144877,0.142569610,0.119673371,0.695061284
17,7,211318720,67,0.156311647,0.142569610,0.119673371,0.757625110
16,7,211318720,67,0.168205213,0.142569610,0.119673371,0.783047523
1,7,211318720,67,0.198068532,0.142569610,0.119673371,0.859970618
9,7,211318720,67,0.283945759,0.142569610,0.119673371,1.118561655
11,7,211318720,67,0.302354620,0.142569610,0.119673371,1.174215262
7,7,211318720,67,0.318431468,0.142569610,0.119673371,1.227934859
6,7,211318720,67,0.320910627,0.142569610,0.119673371,1.235359099
3,7,211318720,67,0.367662582,0.142569610,0.119673371,1.344123475
8,7,211318720,67,0.398537970,0.142569610,0.119673371,1.395903409
2,7,211318720,67,0.445821860,0.142569610,0.119673371,1.444166904
14,7,211318720,67,0.452179791,0.142569610,0.119673371,1.445946666
13,7,211318720,67,0.891485333,0.142569610,0.119673371,1.485914631
18,7,211318720,67,0.896734363,0.142569610,0.119673371,1.487665309
19,7,211318720,67,0.961900133,0.142569610,0.119673371,1.465947440
12,8,211318720,67,0.118545383,0.142569610,0.022271950,0.615590243
14,8,211318720,67,0.125144877,0.142569610,0.022271950,0.648939790
6,8,211318720,67,0.126197931,0.142569610,0.022271950,0.653630168
2,8,211318720,67,0.138988652,0.142569610,0.022271950,0.700244773
10,8,211318720,67,0.157789996,0.142569610,0.022271950,0.767660044
18,8,211318720,67,0.160449397,0.142569610,0.022271950,0.775833866
3,8,211318720,67,0.172234647,0.142569610,0.022271950,0.805905054
15,8,211318720,67,0.172260423,0.142569610,0.022271950,0.805983026
17,8,211318720,67,0.186256396,0.142569610,0.022271950,0.840562619
11,8,211318720,67,0.283740407,0.142569610,0.022271950,1.135070072
5,8,211318720,67,0.311183401,0.142569610,0.022271950,1.218241368
1,8,211318720,67,0.317341897,0.142569610,0.022271950,1.235481248
4,8,211318720,67,0.323876629,0.142569610,0.022271950,1.250804973
7,8,211318720,67,0.328674687,0.142569610,0.022271950,1.258825301
