client-id,round_number,workload,bg-workload,computation-time,client-queue-delay,propagation-delay,station-queue-delay
4,1,211318720,67,0.046863163,0.142569611,0.029294411,0.753859332
10,1,211318720,67,0.051349392,0.142569611,0.029294411,0.788274486
6,1,211318720,67,0.052340803,0.142569611,0.029294411,0.795245251
11,1,211318720,67,0.076824036,0.142569611,0.029294411,0.965887419
16,1,211318720,67,0.077184155,0.142569611,0.029294411,0.968356462
8,1,211318720,67,0.080224698,0.142569611,0.029294411,0.987269391
2,1,211318720,67,0.080719077,0.142569611,0.029294411,0.990118820
18,1,211318720,67,0.085333055,0.142569611,0.029294411,1.013135847
7,1,211318720,67,0.118795196,0.142569611,0.029294411,1.162457197
9,1,211318720,67,0.122229953,0.142569611,0.029294411,1.179699514
13,1,211318720,67,0.146452420,0.142569611,0.029294411,1.284750242
19,1,211318720,67,0.159904164,0.142569611,0.029294411,1.334139927
3,1,211318720,67,0.165777479,0.142569611,0.029294411,1.351957837
1,1,211318720,67,0.197265544,0.142569611,0.029294411,1.425987703
12,1,211318720,67,0.218158225,0.142569611,0.029294411,1.460399320
15,1,211318720,67,0.257696515,0.142569611,0.029294411,1.499704308
14,1,211318720,67,0.257846250,0.142569611,0.029294411,1.499773898
17,1,211318720,67,0.421365845,0.142569611,0.029294411,1.612374061
5,1,211318720,67,0.456064634,0.142569611,0.029294411,1.623945978
20,1,211318720,67,0.501637047,0.142569611,0.029294411,1.608759919
16,2,211318720,67,0.047401228,0.142569611,0.000484853,0.805296020
19,2,211318720,67,0.047554435,0.142569611,0.000484853,0.806765216
4,2,211318720,67,0.048574581,0.142569611,0.000484853,0.815868569
3,2,211318720,67,0.058052811,0.142569611,0.000484853,0.895596358
12,2,211318720,67,0.069832329,0.142569611,0.000484853,0.994333385
18,2,211318720,67,0.075267743,0.142569611,0.000484853,1.036221228
7,2,211318720,67,0.099610962,0.142569611,0.000484853,1.206612260
13,2,211318720,67,0.114380031,0.142569611,0.000484853,1.300360250
14,2,211318720,67,0.124090766,0.142569611,0.000484853,1.355448520
8,2,211318720,67,0.133788407,0.142569611,0.000484853,1.403501485
2,2,211318720,67,0.134468389,0.142569611,0.000484853,1.406310691
6,2,211318720,67,0.141972880,0.142569611,0.000484853,1.433790943
20,2,211318720,67,0.146968370,0.142569611,0.000484853,1.451340246
1,2,211318720,67,0.149039866,0.142569611,0.000484853,1.457398841
17,2,211318720,67,0.182901726,0.142569611,0.000484853,1.536252732
9,2,211318720,67,0.185984386,0.142569611,0.000484853,1.541483747
5,2,211318720,67,0.199712175,0.142569611,0.000484853,1.558585657
15,2,211318720,67,0.285537796,0.142569611,0.000484853,1.644374899
11,2,211318720,67,0.337223879,0.142569611,0.000484853,1.661606732
10,2,211318720,67,0.353831995,0.142569611,0.000484853,1.656073312
12,3,211318720,67,0.024292925,0.142569610,0.106406152,0.554686765
5,3,211318720,67,0.047401228,0.142569610,0.106406152,0.711469750
8,3,211318720,67,0.053033907,0.142569610,0.106406152,0.750784143
7,3,211318720,67,0.055294014,0.142569610,0.106406152,0.765264473
18,3,211318720,67,0.078802775,0.142569610,0.106406152,0.898029742
14,3,211318720,67,0.078894998,0.142569610,0.106406152,0.898502131
17,3,211318720,67,0.080413618,0.142569610,0.106406152,0.905063080
3,3,211318720,67,0.099610962,0.142569610,0.106406152,0.979462021
2,3,211318720,67,0.122857752,0.142569610,0.106406152,1.078878320
19,3,211318720,67,0.142668138,0.142569610,0.106406152,1.151910924
