client-id,round_number,workload,bg-workload,computation-time,client-queue-delay,propagation-delay,station-queue-delay
5,1,26171904,67,0.244948983,0.017657216,0.046188228,0.005941650
2,1,26171904,67,0.290195078,0.017657216,0.046188228,0.005990780
16,1,211318720,67,0.434788600,0.142569611,0.046188228,0.047896726
21,1,211318720,67,0.586459840,0.142569611,0.046188228,0.233415893
18,1,211318720,67,0.601293328,0.142569611,0.046188228,0.251504005
11,1,211318720,67,0.648434939,0.142569611,0.046188228,0.299243273
25,1,211318720,67,0.739427158,0.142569611,0.046188228,0.336245550
3,1,26171904,67,0.917229644,0.017657216,0.046188228,0.366602921
1,1,26171904,67,0.950630666,0.017657216,0.046188228,0.391119820
19,1,211318720,67,0.873350153,0.142569611,0.046188228,0.439853246
28,1,211318720,67,0.965983520,0.142569611,0.046188228,0.472161056
17,1,211318720,67,1.187154627,0.142569611,0.046188228,0.498007350
30,1,211318720,67,1.396068643,0.142569611,0.046188228,0.522038230
29,1,211318720,67,1.761837912,0.142569611,0.046188228,0.589899741
14,1,211318720,67,1.762749486,0.142569611,0.046188228,0.590283990
12,1,211318720,67,2.005690731,0.142569611,0.046188228,0.603515407
7,1,26171904,67,2.190322954,0.017657216,0.046188228,0.596733391
10,1,26171904,67,2.707159154,0.017657216,0.046188228,0.464885795
22,1,211318720,67,2.687236957,0.142569611,0.046188228,0.499580850
26,1,211318720,67,3.062553161,0.142569611,0.046188228,0.469928898
4,1,26171904,67,3.998090380,0.017657216,0.046188228,0.212589748
20,1,211318720,67,4.008589628,0.142569611,0.046188228,0.256083692
24,1,211318720,67,4.161649900,0.142569611,0.046188228,0.301247373
27,1,211318720,67,5.380898115,0.142569611,0.046188228,0.048392022
23,1,211318720,67,6.241386401,0.142569611,0.046188228,0.047300252
13,1,211318720,67,6.667325117,0.142569611,0.046188228,0.132316992
15,1,211318720,67,6.684763139,0.142569611,0.046188228,0.138386170
6,1,26171904,67,6.891199588,0.017657216,0.046188228,0.124861035
9,1,26171904,67,22.182104620,0.017657216,0.046188228,0.006075527
8,1,26171904,67,22.970120808,0.017657216,0.046188228,0.000005291
19,2,211318720,67,0.455660949,0.142569611,0.049301416,0.152709269
4,2,211318720,67,0.486700352,0.142569611,0.049301416,0.219420014
3,2,211318720,67,0.554151062,0.142569611,0.049301416,0.332241415
18,2,211318720,67,0.601293328,0.142569611,0.049301416,0.404347430
2,2,211318720,67,0.603319100,0.142569611,0.049301416,0.406421826
16,2,211318720,67,0.706531475,0.142569611,0.049301416,0.440680793
5,2,211318720,67,1.417817993,0.142569611,0.049301416,0.444542535
11,2,211318720,67,1.446508709,0.142569611,0.049301416,0.472526116
17,2,211318720,67,1.461113387,0.142569611,0.049301416,0.478109485
1,2,211318720,67,1.632307838,0.142569611,0.049301416,0.516649257
14,2,211318720,67,1.922999439,0.142569611,0.049301416,0.554070658
12,2,211318720,67,2.005690731,0.142569611,0.049301416,0.582379039
15,2,211318720,67,3.466173480,0.142569611,0.049301416,0.190453547
6,2,211318720,67,4.163369111,0.142569611,0.049301416,0.056284021
13,2,211318720,67,4.583786018,0.142569611,0.049301416,0.048085800
10,2,211318720,67,5.151983101,0.142569611,0.049301416,0.048662764
7,2,211318720,67,5.387720550,0.142569611,0.049301416,0.064633099
8,2,211318720,67,5.815094318,0.142569611,0.049301416,0.109281141
9,2,211318720,67,5.866743317,0.142569611,0.049301416,0.126820889
20,2,211318720,67,10.355523205,0.142569611,0.049301416,0.000004764
2,3,211318720,67,0.464091615,0.142569610,0.016135352,0.158158806
19,3,211318720,67,0.493632695,0.142569610,0.016135352,0.208126561
5,3,211318720,67,0.558534361,0.142569610,0.016135352,0.314268479
18,3,211318720,67,0.601293328,0.142569610,0.016135352,0.356696605
17,3,211318720,67,0.639237107,0.142569610,0.016135352,0.369648662
3,3,211318720,67,0.877405848,0.142569610,0.016135352,0.385722817
11,3,211318720,67,1.047471824,0.142569610,0.016135352,0.454991485
12,3,211318720,67,1.146108989,0.142569610,0.016135352,0.487554927
4,3,211318720,67,1.378984331,0.142569610,0.016135352,0.505844777
16,3,211318720,67,1.630457250,0.142569610,0.016135352,0.538444547
1,3,211318720,67,1.741128360,0.142569610,0.016135352,0.577773602
9,3,211318720,67,2.243166562,0.142569610,0.016135352,0.601666415
14,3,211318720,67,2.243499345,0.142569610,0.016135352,0.601788786
8,3,211318720,67,3.033962253,0.142569610,0.016135352,0.436181859
7,3,211318720,67,3.402770874,0.142569610,0.016135352,0.409963123
20,3,211318720,67,4.676687899,0.142569610,0.016135352,0.081944752
13,3,211318720,67,5.625555567,0.142569610,0.016135352,0.047461525
10,3,211318720,67,6.623978273,0.142569610,0.016135352,0.048256024
6,3,211318720,67,7.137204190,0.142569610,0.016135352,0.049057589
