client-id,round_number,workload,bg-workload,computation-time,client-queue-delay,propagation-delay,station-queue-delay
5,1,26171904,67,0.135145082,0.017657216,0.068925023,0.006066462
14,1,211318720,67,0.257747398,0.142569611,0.068925023,0.211880800
1,1,26171904,67,0.414616183,0.017657216,0.068925023,0.332328445
20,1,211318720,67,0.308096355,0.142569611,0.068925023,0.412317927
21,1,211318720,67,0.332904157,0.142569611,0.068925023,0.502908944
26,1,211318720,67,0.360192722,0.142569611,0.068925023,0.591376624
2,1,26171904,67,0.492989522,0.017657216,0.068925023,0.615158985
18,1,211318720,67,0.374381926,0.142569611,0.068925023,0.629949255
12,1,211318720,67,0.376689024,0.142569611,0.068925023,0.633548866
16,1,211318720,67,0.418726426,0.142569611,0.068925023,0.676016887
28,1,211318720,67,0.426665275,0.142569611,0.068925023,0.682944733
19,1,211318720,67,0.562257783,0.142569611,0.068925023,0.809310251
17,1,211318720,67,0.617735021,0.142569611,0.068925023,0.903650005
10,1,26171904,67,0.804402186,0.017657216,0.068925023,1.018448170
23,1,211318720,67,0.683444626,0.142569611,0.068925023,1.025187352
29,1,211318720,67,0.692918043,0.142569611,0.068925023,1.034385341
7,1,26171904,67,0.873091868,0.017657216,0.068925023,1.087973638
13,1,211318720,67,0.757839906,0.142569611,0.068925023,1.097459005
11,1,211318720,67,0.854817357,0.142569611,0.068925023,1.130254340
22,1,211318720,67,1.090791124,0.142569611,0.068925023,1.190248932
25,1,211318720,67,1.202583736,0.142569611,0.068925023,1.302391868
24,1,211318720,67,1.203282499,0.142569611,0.068925023,1.302596046
3,1,26171904,67,1.767558610,0.017657216,0.068925023,1.171478161
6,1,26171904,67,1.780027787,0.017657216,0.068925023,1.175205190
15,1,211318720,67,2.052290853,0.142569611,0.068925023,1.197702266
27,1,211318720,67,2.106829225,0.142569611,0.068925023,1.217117743
30,1,211318720,67,2.508185235,0.142569611,0.068925023,1.179173317
8,1,26171904,67,5.741778901,0.017657216,0.068925023,0.172435826
9,1,26171904,67,8.454147344,0.017657216,0.068925023,0.005140481
4,1,26171904,67,8.878965573,0.017657216,0.068925023,0.000005291
19,2,211318720,67,0.285326610,0.142569611,0.041731026,0.390445555
4,2,211318720,67,0.291447487,0.142569611,0.041731026,0.408369044
16,2,211318720,67,0.308107981,0.142569611,0.041731026,0.447236149
12,2,211318720,67,0.325884201,0.142569611,0.041731026,0.477133696
3,2,211318720,67,0.348316867,0.142569611,0.041731026,0.511738520
18,2,211318720,67,0.351249467,0.142569611,0.041731026,0.514751673
7,2,211318720,67,0.473152069,0.142569611,0.041731026,0.629310561
13,2,211318720,67,0.503272137,0.142569611,0.041731026,0.658939151
8,2,211318720,67,0.615426674,0.142569611,0.041731026,0.778525415
6,2,211318720,67,0.662540105,0.142569611,0.041731026,0.888163796
14,2,211318720,67,0.744544598,0.142569611,0.041731026,1.068288111
1,2,211318720,67,0.745199331,0.142569611,0.041731026,1.069852013
20,2,211318720,67,0.759336579,0.142569611,0.041731026,1.093073254
17,2,211318720,67,0.836122178,0.142569611,0.041731026,1.244276181
2,2,211318720,67,0.874044527,0.142569611,0.041731026,1.307079497
9,2,211318720,67,0.903352732,0.142569611,0.041731026,1.337002780
5,2,211318720,67,0.941500254,0.142569611,0.041731026,1.350697363
15,2,211318720,67,1.332509714,0.142569611,0.041731026,1.319587628
11,2,211318720,67,1.629915413,0.142569611,0.041731026,1.315252484
10,2,211318720,67,1.857617973,0.142569611,0.041731026,1.238908570
12,3,211318720,67,0.194343397,0.142569610,0.137602150,0.082284631
5,3,211318720,67,0.308107981,0.142569610,0.137602150,0.433270581
8,3,211318720,67,0.318203444,0.142569610,0.137602150,0.463072185
7,3,211318720,67,0.331764085,0.142569610,0.137602150,0.495382399
18,3,211318720,67,0.367746284,0.142569610,0.137602150,0.579157660
14,3,211318720,67,0.368176656,0.142569610,0.137602150,0.579836028
17,3,211318720,67,0.375263552,0.142569610,0.137602150,0.586939610
3,3,211318720,67,0.473152069,0.142569610,0.137602150,0.620618968
2,3,211318720,67,0.614288762,0.142569610,0.137602150,0.735704695
10,3,211318720,67,0.655461083,0.142569610,0.137602150,0.748825252
1,3,211318720,67,0.836122178,0.142569610,0.137602150,0.882554235
4,3,211318720,67,0.880462865,0.142569610,0.137602150,0.926733207
19,3,211318720,67,0.927342894,0.142569610,0.137602150,0.971065188
9,3,211318720,67,1.025987123,0.142569610,0.137602150,1.022530530
20,3,211318720,67,1.141579754,0.142569610,0.137602150,1.058775700
6,3,211318720,67,1.840016968,0.142569610,0.137602150,1.060436689
11,3,211318720,67,1.857617973,0.142569610,0.137602150,1.077666454
15,3,211318720,67,1.896920882,0.142569610,0.137602150,1.091033066
16,3,211318720,67,2.344268921,0.142569610,0.137602150,1.037325035
13,3,211318720,67,3.006998790,0.142569610,0.137602150,0.821889181
20,4,211318720,67,0.182665910,0.142569610,0.004451380,0.139917105
1,4,211318720,67,0.194343397,0.142569610,0.004451380,0.158274252
6,4,211318720,67,0.318203444,0.142569610,0.004451380,0.426685368
11,4,211318720,67,0.331166324,0.142569610,0.004451380,0.457249443
19,4,211318720,67,0.331764085,0.142569610,0.004451380,0.458344478
14,4,211318720,67,0.368176656,0.142569610,0.004451380,0.494937259
18,4,211318720,67,0.459106673,0.142569610,0.004451380,0.525219926
7,4,211318720,67,0.655461083,0.142569610,0.004451380,0.605321299
13,4,211318720,67,0.722048910,0.142569610,0.004451380,0.637266263
4,4,211318720,67,0.851019980,0.142569610,0.004451380,0.856369133
8,4,211318720,67,0.874044527,0.142569610,0.004451380,0.895087214
15,4,211318720,67,0.903352732,0.142569610,0.004451380,0.923709569
5,4,211318720,67,0.941500254,0.142569610,0.004451380,0.936980999
9,4,211318720,67,1.153560483,0.142569610,0.004451380,0.962897858
12,4,211318720,67,1.332509714,0.142569610,0.004451380,0.994894315
16,4,211318720,67,1.611057986,0.142569610,0.004451380,0.999692996
2,4,211318720,67,1.896920882,0.142569610,0.004451380,1.001211563
17,4,211318720,67,2.253424969,0.142569610,0.004451380,1.003952976
3,4,211318720,67,2.358263323,0.142569610,0.004451380,1.040586296
10,4,211318720,67,2.691382439,0.142569610,0.004451380,0.929083863
15,5,211318720,67,0.242467725,0.142569610,0.020814026,0.241345580
6,5,211318720,67,0.251612878,0.142569610,0.020814026,0.264007841
7,5,211318720,67,0.308096355,0.142569610,0.020814026,0.396347653
17,5,211318720,67,0.322010847,0.142569610,0.020814026,0.419725332
2,5,211318720,67,0.368176656,0.142569610,0.020814026,0.466017803
12,5,211318720,67,0.392478831,0.142569610,0.020814026,0.475012038
8,5,211318720,67,0.562257783,0.142569610,0.020814026,0.692410311
5,5,211318720,67,0.589986976,0.142569610,0.020814026,0.757946267
9,5,211318720,67,0.617735021,0.142569610,0.020814026,0.810287175
20,5,211318720,67,0.655461083,0.142569610,0.020814026,0.902190678
14,5,211318720,67,0.689647918,0.142569610,0.020814026,0.982269220
10,5,211318720,67,0.751404752,0.142569610,0.020814026,1.124349208
4,5,211318720,67,0.776290425,0.142569610,0.020814026,1.165847962
13,5,211318720,67,0.776601726,0.142569610,0.020814026,1.166206773
3,5,211318720,67,0.836122178,0.142569610,0.020814026,1.257671158
11,5,211318720,67,0.922920925,0.142569610,0.020814026,1.343949411
16,5,211318720,67,0.928761321,0.142569610,0.020814026,1.346057083
18,5,211318720,67,1.153560483,0.142569610,0.020814026,1.428412709
19,5,211318720,67,1.203282499,0.142569610,0.020814026,1.445331408
1,5,211318720,67,1.320475151,0.142569610,0.020814026,1.406269920
1,6,211318720,67,0.194343397,0.142569610,0.016959559,0.106767395
18,6,211318720,67,0.272412918,0.142569610,0.016959559,0.285277174
12,6,211318720,67,0.320684676,0.142569610,0.016959559,0.445227380
5,6,211318720,67,0.327090206,0.142569610,0.016959559,0.464517668
15,6,211318720,67,0.364727176,0.142569610,0.016959559,0.575707447
4,6,211318720,67,0.392478831,0.142569610,0.016959559,0.640218260
7,6,211318720,67,0.419721668,0.142569610,0.016959559,0.686282805
3,6,211318720,67,0.434598257,0.142569610,0.016959559,0.701541381
16,6,211318720,67,0.473152069,0.142569610,0.016959559,0.714038136
19,6,211318720,67,0.621252615,0.142569610,0.016959559,1.017520579
8,6,211318720,67,0.622966746,0.142569610,0.016959559,1.020421229
17,6,211318720,67,0.625449200,0.142569610,0.016959559,1.022979404
2,6,211318720,67,0.655461083,0.142569610,0.016959559,1.033423845
14,6,211318720,67,0.843017911,0.142569610,0.016959559,1.157133388
9,6,211318720,67,0.854817357,0.142569610,0.016959559,1.160693381
6,6,211318720,67,1.332509714,0.142569610,0.016959559,1.093857232
13,6,211318720,67,1.753098380,0.142569610,0.016959559,1.051351439
10,6,211318720,67,1.896920882,0.142569610,0.016959559,1.099060424
11,6,211318720,67,2.176578644,0.142569610,0.016959559,1.100741417
20,6,211318720,67,2.235722604,0.142569610,0.016959559,1.081029742
15,7,211318720,67,0.193044772,0.142569610,0.166245133,0.211026427
10,7,211318720,67,0.246492837,0.142569610,0.166245133,0.388401520
5,7,211318720,67,0.285326610,0.142569610,0.166245133,0.528023037
20,7,211318720,67,0.291447487,0.142569610,0.166245133,0.546003838
12,7,211318720,67,0.300347705,0.142569610,0.166245133,0.566973871
4,7,211318720,67,0.309855231,0.142569610,0.166245133,0.582934370
17,7,211318720,67,0.364727176,0.142569610,0.166245133,0.662422294
16,7,211318720,67,0.392478831,0.142569610,0.166245133,0.689451699
1,7,211318720,67,0.470412764,0.142569610,0.166245133,0.715943744
9,7,211318720,67,0.662540105,0.142569610,0.166245133,0.899789822
11,7,211318720,67,0.705494114,0.142569610,0.166245133,0.970188286
6,7,211318720,67,0.722048910,0.142569610,0.166245133,0.987186049
7,7,211318720,67,0.759336579,0.142569610,0.166245133,1.000159010
8,7,211318720,67,0.903352732,0.142569610,0.166245133,1.134695122
3,7,211318720,67,0.919156455,0.142569610,0.166245133,1.154901131
2,7,211318720,67,1.040251007,0.142569610,0.166245133,1.276206353
14,7,211318720,67,1.055086180,0.142569610,0.166245133,1.281546445
18,7,211318720,67,1.942924453,0.142569610,0.166245133,1.147770407
13,7,211318720,67,1.988698051,0.142569610,0.166245133,1.162845158
19,7,211318720,67,2.212370307,0.142569610,0.166245133,1.088526677
12,8,211318720,67,0.284508920,0.142569610,0.150828004,0.392216433
14,8,211318720,67,0.300347705,0.142569610,0.150828004,0.466627284
6,8,211318720,67,0.302875035,0.142569610,0.150828004,0.477463890
2,8,211318720,67,0.324306854,0.142569610,0.150828004,0.556330130
10,8,211318720,67,0.368176656,0.142569610,0.150828004,0.688126284
18,8,211318720,67,0.374381926,0.142569610,0.150828004,0.702720921
3,8,211318720,67,0.401880844,0.142569610,0.150828004,0.748489559
15,8,211318720,67,0.401940987,0.142569610,0.150828004,0.748565765
17,8,211318720,67,0.434598257,0.142569610,0.150828004,0.759164197
11,8,211318720,67,0.624228895,0.142569610,0.150828004,0.897882522
5,8,211318720,67,0.684603482,0.142569610,0.150828004,0.997698147
4,8,211318720,67,0.722494020,0.142569610,0.150828004,1.035623326
7,8,211318720,67,0.733197379,0.142569610,0.150828004,1.041319391
1,8,211318720,67,0.872690217,0.142569610,0.150828004,1.149369531
20,8,211318720,67,0.923570060,0.142569610,0.150828004,1.166036725
9,8,211318720,67,1.184821663,0.142569610,0.150828004,1.176819915
19,8,211318720,67,1.332509714,0.142569610,0.150828004,1.223655592
16,8,211318720,67,2.365269101,0.142569610,0.150828004,0.976374155
8,8,211318720,67,2.508185235,0.142569610,0.150828004,1.024381145
13,8,211318720,67,3.101582542,0.142569610,0.150828004,0.823440707
13,9,211318720,67,0.285326610,0.142569610,0.059919946,0.573596657
8,9,211318720,67,0.291447487,0.142569610,0.059919946,0.604405824
3,9,211318720,67,0.300347705,0.142569610,0.059919946,0.647736717
6,9,211318720,67,0.309855231,0.142569610,0.059919946,0.689565558
15,9,211318720,67,0.316068737,0.142569610,0.059919946,0.712593218
7,9,211318720,67,0.327090206,0.142569610,0.059919946,0.746122395
9,9,211318720,67,0.332904157,0.142569610,0.059919946,0.759920739
11,9,211318720,67,0.376689024,0.142569610,0.059919946,0.831258269
1,9,211318720,67,0.379718983,0.142569610,0.059919946,0.834403521
19,9,211318720,67,0.435603390,0.142569610,0.059919946,0.854202531
14,9,211318720,67,0.854817357,0.142569610,0.059919946,0.989824095
17,9,211318720,67,0.874044527,0.142569610,0.059919946,1.022260392
16,9,211318720,67,0.919156455,0.142569610,0.059919946,1.067358460
5,9,211318720,67,0.928761321,0.142569610,0.059919946,1.070687116
20,9,211318720,67,1.650166897,0.142569610,0.059919946,0.921186164
2,9,211318720,67,1.840016968,0.142569610,0.059919946,1.037242514
18,9,211318720,67,1.896920882,0.142569610,0.059919946,1.094078182
12,9,211318720,67,1.942924453,0.142569610,0.059919946,1.108976137
4,9,211318720,67,2.176578644,0.142569610,0.059919946,1.127414115
10,9,211318720,67,2.212370307,0.142569610,0.059919946,1.115488827
17,10,211318720,67,0.276327000,0.142569610,0.006691019,0.241714586
2,10,211318720,67,0.308710653,0.142569610,0.006691019,0.344986293
4,10,211318720,67,0.360192722,0.142569610,0.006691019,0.520218166
11,10,211318720,67,0.367746284,0.142569610,0.006691019,0.543043065
7,10,211318720,67,0.374381926,0.142569610,0.006691019,0.558882139
5,10,211318720,67,0.391768473,0.142569610,0.006691019,0.587975888
18,10,211318720,67,0.442465218,0.142569610,0.006691019,0.639908786
9,10,211318720,67,0.473152069,0.142569610,0.006691019,0.650522807
