client-id,round_number,workload,bg-workload,computation-time,client-queue-delay,propagation-delay,station-queue-delay
4,1,211318720,67,0.046863163,0.142569611,0.030058792,0.753376032
10,1,211318720,67,0.051349392,0.142569611,0.030058792,0.787669373
6,1,211318720,67,0.052340803,0.142569611,0.030058792,0.794628269
11,1,211318720,67,0.076824036,0.142569611,0.030058792,0.965208884
16,1,211318720,67,0.077184155,0.142569611,0.030058792,0.967743413
8,1,211318720,67,0.080224698,0.142569611,0.030058792,0.986880005
2,1,211318720,67,0.080719077,0.142569611,0.030058792,0.989768659
18,1,211318720,67,0.085333055,0.142569611,0.030058792,1.013054041
7,1,211318720,67,0.118795196,0.142569611,0.030058792,1.162701439
9,1,211318720,67,0.122229953,0.142569611,0.030058792,1.179780033
13,1,211318720,67,0.146452420,0.142569611,0.030058792,1.284492884
19,1,211318720,67,0.159904164,0.142569611,0.030058792,1.334380272
3,1,211318720,67,0.165777479,0.142569611,0.030058792,1.351703981
1,1,211318720,67,0.197265544,0.142569611,0.030058792,1.425707361
12,1,211318720,67,0.218158225,0.142569611,0.030058792,1.461216152
15,1,211318720,67,0.257696515,0.142569611,0.030058792,1.500733976
14,1,211318720,67,0.257846250,0.142569611,0.030058792,1.500819864
17,1,211318720,67,0.421365845,0.142569611,0.030058792,1.614287459
5,1,211318720,67,0.456064634,0.142569611,0.030058792,1.625859375
20,1,211318720,67,0.501637047,0.142569611,0.030058792,1.610673316
16,2,211318720,67,0.047401228,0.142569611,0.062710650,0.806315669
19,2,211318720,67,0.047554435,0.142569611,0.062710650,0.807782039
4,2,211318720,67,0.048574581,0.142569611,0.062710650,0.817080837
3,2,211318720,67,0.058052811,0.142569611,0.062710650,0.897002870
12,2,211318720,67,0.069832329,0.142569611,0.062710650,0.995209934
18,2,211318720,67,0.075267743,0.142569611,0.062710650,1.036765410
7,2,211318720,67,0.099610962,0.142569611,0.062710650,1.207834085
13,2,211318720,67,0.114380031,0.142569611,0.062710650,1.301231324
14,2,211318720,67,0.124090766,0.142569611,0.062710650,1.355631344
8,2,211318720,67,0.133788407,0.142569611,0.062710650,1.404367641
2,2,211318720,67,0.134468389,0.142569611,0.062710650,1.407309544
6,2,211318720,67,0.141972880,0.142569611,0.062710650,1.435234486
20,2,211318720,67,0.146968370,0.142569611,0.062710650,1.453201645
1,2,211318720,67,0.149039866,0.142569611,0.062710650,1.459339706
17,2,211318720,67,0.182901726,0.142569611,0.062710650,1.538480606
9,2,211318720,67,0.185984386,0.142569611,0.062710650,1.543772715
5,2,211318720,67,0.199712175,0.142569611,0.062710650,1.560176400
15,2,211318720,67,0.285537796,0.142569611,0.062710650,1.646207476
11,2,211318720,67,0.337223879,0.142569611,0.062710650,1.663439310
10,2,211318720,67,0.353831995,0.142569611,0.062710650,1.657905889
12,3,211318720,67,0.024292925,0.142569610,0.009272450,0.556302875
5,3,211318720,67,0.047401228,0.142569610,0.009272450,0.713144836
8,3,211318720,67,0.053033907,0.142569610,0.009272450,0.752404260
7,3,211318720,67,0.055294014,0.142569610,0.009272450,0.766859282
18,3,211318720,67,0.078802775,0.142569610,0.009272450,0.900111353
14,3,211318720,67,0.078894998,0.142569610,0.009272450,0.900573096
17,3,211318720,67,0.080413618,0.142569610,0.009272450,0.907064766
3,3,211318720,67,0.099610962,0.142569610,0.009272450,0.980471382
2,3,211318720,67,0.122857752,0.142569610,0.009272450,1.078983340
19,3,211318720,67,0.142668138,0.142569610,0.009272450,1.151606398
10,3,211318720,67,0.145658019,0.142569610,0.009272450,1.160538170
4,3,211318720,67,0.181271766,0.142569610,0.009272450,1.244149393
1,3,211318720,67,0.182901726,0.142569610,0.009272450,1.246965602
9,3,211318720,67,0.236766259,0.142569610,0.009272450,1.318030043
20,3,211318720,67,0.244624233,0.142569610,0.009272450,1.328286376
11,3,211318720,67,0.353831995,0.142569610,0.009272450,1.501196274
6,3,211318720,67,0.383336868,0.142569610,0.009272450,1.551273185
15,3,211318720,67,0.428336973,0.142569610,0.009272450,1.595646232
16,3,211318720,67,0.468853784,0.142569610,0.009272450,1.609174885
13,3,211318720,67,0.668221953,0.142569610,0.009272450,1.543154517
1,4,211318720,67,0.024292925,0.142569610,0.005029604,0.496758339
20,4,211318720,67,0.045666478,0.142569610,0.005029604,0.619705949
6,4,211318720,67,0.053033907,0.142569610,0.005029604,0.665688589
19,4,211318720,67,0.055294014,0.142569610,0.005029604,0.678400340
11,4,211318720,67,0.060212059,0.142569610,0.005029604,0.704988748
14,4,211318720,67,0.078894998,0.142569610,0.005029604,0.798169600
18,4,211318720,67,0.096654036,0.142569610,0.005029604,0.874980415
8,4,211318720,67,0.134468389,0.142569610,0.005029604,1.033602343
7,4,211318720,67,0.145658019,0.142569610,0.005029604,1.075863013
13,4,211318720,67,0.160455313,0.142569610,0.005029604,1.129403394
15,4,211318720,67,0.185984386,0.142569610,0.005029604,1.210022649
